age,body_type,drinks,drugs,education,income,job,smokes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,has kids,wants kids,likes_dogs,likes_cats,has_dogs,has_cats,sign,sign_importance,religion,religion_importance,chinese,spanish,c++,german,french,italian,japanese,russian,portuguese,latitude,longitude
29,0,2,0,3,-1,2,0,0.0,0.9905526041984558,0.0,0.04218583181500435,0.04119105264544487,0.9166230559349059,0.07796812057495117,0.016695627942681313,0.9053362011909484,0.25355085730552673,0.18578842282295227,0.560660719871521,0.11945757269859315,0.8771904706954956,0.0,0.06719724833965303,0.7081055045127869,0.22469723224639893,0.8106554746627808,0.02286824211478233,0.16647623479366302,0.16801346838474274,0.16774307191371918,0.6642434597015381,0.09223548322916032,0.7740011215209961,0.1337633728981018,0.04429076611995697,0.9048423767089844,0.050866782665252686,0,0,1,1,0,0,scorpio,1,agnosticism,0,0,0,0,0,0,0,0,0,0,37.496904,-122.3330573
26,3,2,0,2,20000,3,0,0.35289257764816284,0.6364297270774841,0.010677752085030079,0.014760972931981087,0.9708870649337769,0.014351908117532732,0.021498991176486012,0.8242203593254089,0.1542806625366211,0.382247805595398,0.46857550740242,0.1491767168045044,0.02132888324558735,0.9581087231636048,0.02056241221725941,0.7924544811248779,0.02517811022698879,0.18236739933490756,0.6585216522216797,0.2936537563800812,0.04782452806830406,0.07075116783380507,0.11617302149534225,0.813075840473175,0.9374536275863647,0.030958276242017743,0.031588096171617515,0.058616239577531815,0.05729293450713158,0.8840908408164978,0,1,2,2,0,0,gemini,1,catholicism,0,0,0,0,0,0,0,0,0,0,37.8708393,-122.2728639
29,3,3,1,1,-1,0,1,0.4576039612293243,0.5133609771728516,0.029035095125436783,0.1178332045674324,0.11893821507692336,0.7632285356521606,0.5238465070724487,0.4305034279823303,0.04565006494522095,0.742253303527832,0.1457682102918625,0.11197850853204727,0.011158590205013752,0.0114126056432724,0.9774287939071656,0.03418802097439766,0.22876282036304474,0.7370491623878479,0.4465311169624329,0.4278475642204285,0.12562131881713867,0.04415079578757286,0.18353135883808136,0.7723178863525391,0.6533545255661011,0.17436236143112185,0.1722831428050995,0.17152075469493866,0.17240871489048004,0.6560705304145813,0,0,2,2,0,0,virgo,1,agnosticism,0,0,0,0,0,0,0,0,0,0,37.8044557,-122.2713563
27,1,2,0,3,80000,4,0,0.03718028962612152,0.9253236055374146,0.03749610483646393,0.16787457466125488,0.6649909615516663,0.16713450849056244,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0,0,1,1,0,0,aquarius,0,catholicism,0,0,0,0,0,0,0,0,0,0,37.9621457,-122.3455263
24,1,3,0,3,-1,0,0,0.0739612728357315,0.8600311875343323,0.06600752472877502,0.25437766313552856,0.6446868181228638,0.10093554854393004,0.304856151342392,0.010144788771867752,0.6849989891052246,0.5808365345001221,0.3821401596069336,0.037023290991783135,0.8815092444419861,0.0188168752938509,0.09967386722564696,0.7836655974388123,0.01709930785000324,0.19923511147499084,0.774308443069458,0.11309628188610076,0.1125953122973442,0.1631203293800354,0.8148824572563171,0.021997250616550446,0.6634538769721985,0.16891758143901825,0.16762852668762207,0.16682061553001404,0.4290164113044739,0.4041629731655121,0,0,2,1,0,0,pisces,0,catholicism,1,0,3,0,0,0,0,0,0,2,37.496904,-122.3330573
45,1,2,0,3,-1,4,0,0.5831881165504456,0.4096505343914032,0.0,0.9096646904945374,0.0,0.08199048042297362,0.0720561221241951,0.844997763633728,0.08294606953859329,0.07193943113088608,0.6460420489311218,0.2820185720920563,0.01050412002950907,0.22442877292633054,0.7650671005249023,0.0457732193171978,0.0484502799808979,0.9057765007019044,0.8053206801414491,0.15144895017147064,0.04323037713766098,0.06116436049342156,0.8686895370483398,0.0701461210846901,0.7763866186141968,0.11178133636713028,0.11183201521635057,0.018557220697402958,0.09989996999502182,0.8815428614616394,0,0,1,1,0,0,,0,other,0,0,0,0,0,0,0,0,0,0,37.8771476,-122.1796888
53,1,2,1,3,100000,2,1,0.544367790222168,0.17030072212219238,0.2853314578533173,0.2376832813024521,0.6482220292091371,0.11409470438957214,0.5974892377853394,0.016622243449091908,0.3858884572982788,0.8716568946838379,0.06818574666976929,0.060157366096973426,0.20576125383377075,0.34775814414024353,0.4464806318283081,0.06528105586767198,0.05880633369088172,0.8759126067161559,0.01961328461766243,0.2664041519165039,0.7139825820922852,0.040405936539173126,0.5806360244750977,0.3789580166339874,0.048663429915905,0.9011252522468568,0.05021127685904503,0.388175755739212,0.31737908720970154,0.2944451570510864,2,0,1,1,1,0,pisces,2,buddhism,1,0,0,0,0,0,0,0,0,0,37.8771476,-122.1796888
25,2,2,1,3,-1,0,0,0.7857783436775208,0.20253999531269076,0.011681681498885156,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.1709038019180298,0.8169403076171875,0.012155863456428051,0.4643760025501251,0.20815767347812653,0.32746633887290955,0.050293631851673126,0.9440467953681946,0.0,0.7627121210098267,0.10527894645929337,0.13200893998146054,0.09806624054908752,0.8064053058624268,0.09552843868732452,0.05870731174945831,0.4070195555686951,0.5342732071876526,0.050968680530786514,0.4498822093009949,0.4991490840911865,0.608748733997345,0.2857183516025543,0.10553296655416487,0,0,2,1,0,0,leo,1,other,0,0,2,0,0,0,0,0,0,0,37.8044557,-122.2713563
26,2,2,0,3,-1,0,1,0.015310375019907953,0.014804455451667309,0.9698851704597472,0.1799585521221161,0.1733855903148651,0.6466558575630188,0.1470809280872345,0.8096025586128235,0.04331650212407112,0.31286528706550604,0.4989109635353088,0.1882237493991852,0.0,0.9936438202857972,0.0,0.15960931777954102,0.054168395698070526,0.7862222194671631,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3085265755653381,0.10006419569253923,0.5914092063903809,0,0,2,2,0,0,aries,1,other,0,0,3,0,0,0,0,0,0,0,37.7790262,-122.4199061
34,3,2,1,3,1000000,2,1,0.4792532622814178,0.3535895347595215,0.16715717315673828,0.8203787803649902,0.11683211475610733,0.06278910487890244,0.837849497795105,0.07493183761835097,0.08721860498189926,0.05294137820601463,0.05201438069343567,0.8950442671775818,0.01438197772949934,0.970728635787964,0.014889412559568882,0.6986665725708008,0.06530234217643738,0.23603104054927826,0.1264517605304718,0.1188563108444214,0.7546919584274292,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.16996444761753082,0.16955849528312686,0.6604771018028259,0,0,2,1,0,0,virgo,0,other,0,0,2,0,0,0,0,0,0,0,37.71573685,-122.09063177147789
63,4,2,1,3,-1,2,0,0.7493209242820741,0.13092774152755735,0.11975133419036865,0.196819081902504,0.012751936912536621,0.7904289960861206,0.1823531985282898,0.17116113007068634,0.6464856863021851,0.948653280735016,0.02309008128941059,0.028256634250283238,0.01048340369015932,0.010928383097052574,0.9785881638526917,0.1821599751710892,0.21747250854969025,0.600367546081543,0.4956522285938263,0.03060941211879253,0.4737383723258972,0.07159512490034102,0.5714234113693237,0.35698145627975464,0.1670386791229248,0.16694696247577667,0.6660143733024597,0.019953737035393715,0.9010563492774964,0.07898986339569093,0,0,1,1,0,1,pisces,1,other,0,0,0,0,0,0,0,0,0,0,37.8708393,-122.2728639
